frame |NNN|EEEEE S|TNE TTTT VV|TNE TTTT VV|TNE TTTT VV|
07325 |...|..... .|... -045 ..|... +064 -1|... .... ..|
07326 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
07327 |-0C|..... C|.N. -06E +2|... -12C +2|... .... ..|
07328 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
07329 |...|..... .|... .... -1|... .... ..|... .... ..|
07330 |...|..... .|... .... -1|... .... ..|... +001 ..|
07331 |...|..... .|... -045 ..|... .... ..|... .... ..|
07332 |...|..... .|... -02A ..|... .... ..|... .... -1|
07333 |...|-0053 C|.N. -0BA +5|.Ne +3E3 +D|.N. -070 ..|
07334 |...|..... .|... +046 ..|... .... +2|.n. +06F ..|
07335 |...|..... .|... .... ..|TnE .... -F|... .... ..|
07336 |...|..... .|.n. +0E3 -5|... .... ..|... +001 ..|
07337 |...|..... .|... -045 ..|... .... ..|... .... ..|
07338 |...|..... .|... -02A ..|... .... ..|... .... ..|
07339 |...|+0053 8|.N. -085 +2|.Ne -489 +C|... .... ..|
07340 |...|..... .|.n. +0AF ..|tnE .... -C|... -001 ..|
07341 |...|..... .|... .... -1|... .... ..|... .... ..|
07342 |...|..... .|... +045 -1|... .... ..|... +001 ..|
07343 |...|..... .|... -045 ..|... .... ..|... .... ..|
07344 |...|..... .|... -02A ..|... .... ..|... .... -1|
07345 |+08|-0053 C|.N. -06E +5|TNe +1A6 +F|.N. -054 ..|
07346 |...|..... .|.n. +0DD ..|.n. .... ..|.n. +053 ..|
07347 |...|..... .|... .... -1|... .... -2|... .... ..|
07348 |-08|..... .|... .... -4|t.E .... -D|... +001 ..|
07349 |...|..... .|... -045 ..|... .... ..|... .... ..|
-------------------------------------------------------
07350 |...|..... .|... -02A ..|... .... ..|... .... ..|
07351 |...|+0053 C|.N. -0BA +2|TNe -0A6 +C|... .... ..|
07352 |...|..... .|.n. +046 ..|tnE .... -C|... -001 ..|
07353 |...|..... .|... .... -1|... .... ..|... .... ..|
07354 |...|..... .|... +0E3 -1|... .... ..|... +001 ..|
07355 |...|..... .|... -045 ..|... .... ..|... .... ..|
07356 |...|..... .|... -02A ..|... .... ..|... .... -1|
07357 |...|..... C|.N. -085 +5|.Ne +9B9 +D|.N. -070 ..|
07358 |...|..... .|... +0AF ..|... .... +2|.n. +074 ..|
07359 |...|..... .|... .... ..|TnE .... -F|... +005 ..|
07360 |...|..... .|.n. +045 -5|... .... ..|... +006 ..|
07361 |...|..... .|... -045 ..|... .... ..|... +005 ..|
07362 |...|..... .|... -02A ..|... .... ..|... +005 ..|
07363 |...|-0053 8|.N. -06E +2|.Ne -913 +C|... +005 ..|
07364 |...|..... .|.n. +0DD ..|tnE .... -C|... +004 ..|
07365 |...|..... .|... .... -1|... .... ..|... +005 ..|
07366 |...|..... .|... .... -1|... .... ..|... +006 ..|
07367 |...|..... .|... -045 ..|... .... ..|... +005 ..|
07368 |...|..... .|... -02A ..|... .... ..|... +005 -1|
07369 |+08|+0053 C|.N. -0BE +5|TNe .... +F|.N. -090 +6|
07370 |...|..... .|.n. +03E ..|.n. .... ..|.n. +04F ..|
07371 |...|..... .|... .... -1|.N. .... -2|... .... ..|
07372 |-02|..... .|... +0EF -4|... -29C -2|... +001 ..|
07373 |...|..... .|... -045 ..|... +064 -1|... .... ..|
07374 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
07375 |-0C|..... C|.N. -085 +2|... -1D2 +2|... .... ..|
07376 |...|..... .|.n. +0AF ..|tnE .... -C|... -001 ..|
07377 |...|..... .|... .... -1|... .... ..|... .... ..|
07378 |...|..... .|... +045 -1|... .... ..|... +001 ..|
07379 |...|..... .|... -045 ..|... .... ..|... .... ..|
07380 |...|..... .|... -02A ..|... .... ..|... .... -1|
07381 |...|-0053 C|.N. -06E +5|.Ne +489 +D|.N. -04B +1|
07382 |...|..... .|... +0DD ..|... .... +2|.n. +053 ..|
07383 |...|..... .|... .... ..|TnE .... -F|... .... ..|
07384 |...|..... .|.n. .... -5|... .... ..|... +001 ..|
07385 |...|..... .|... -045 ..|... .... ..|... .... ..|
07386 |...|..... .|... -02A ..|... .... ..|... .... ..|
07387 |...|+0053 8|.N. -0BE +2|.Ne -3E3 +C|... .... ..|
07388 |...|..... .|.n. +03E ..|tnE .... -C|... -001 ..|
07389 |...|..... .|... .... -1|... .... ..|... .... ..|
07390 |...|..... .|... +0EF -1|... .... ..|... +001 ..|
07391 |...|..... .|... -045 ..|... .... ..|... .... ..|
07392 |...|..... .|... -02A ..|... .... ..|... .... -1|
07393 |+08|-0053 C|.N. -0B8 +5|TNe .... +F|.N. -059 -2|
07394 |...|..... .|.n. +04A ..|.n. .... ..|.n. +04F ..|
07395 |...|..... .|... .... -1|... .... -2|... .... ..|
07396 |-08|..... .|... +0DD -4|t.E .... -D|... +001 ..|
07397 |...|..... .|... -045 ..|... .... ..|... .... ..|
07398 |...|..... .|... -02A ..|... .... ..|... .... ..|
07399 |...|+0053 C|.N. -06E +2|TNe .... +C|.N. -04B ..|
-------------------------------------------------------
07400 |...|..... .|.n. +0DD ..|tnE .... -C|.n. +053 ..|
07401 |...|..... .|... .... -1|... .... ..|... .... ..|
07402 |...|..... .|... .... -1|... .... ..|... +001 ..|
07403 |...|..... .|... -045 ..|... .... ..|... .... ..|
07404 |...|..... .|... -02A ..|... .... ..|... .... ..|
07405 |...|..... C|.N. -06E +5|.Ne +913 +D|.N. -04A +3|
07406 |...|..... .|... +0DD ..|... .... +2|.n. +05D ..|
07407 |...|..... .|... .... ..|TnE .... -F|... .... ..|
07408 |...|..... .|.n. .... -5|... .... ..|... +001 ..|
07409 |...|..... .|... -045 ..|... .... ..|... .... ..|
07410 |...|..... .|... -02A ..|... .... ..|... .... ..|
07411 |...|-0053 8|.N. -0BE +2|.Ne -9B9 +C|... .... ..|
07412 |...|..... .|.n. +03E ..|tnE .... -C|... -001 ..|
07413 |...|..... .|... .... -1|... .... ..|... .... ..|
07414 |...|..... .|... +0EF -1|... .... ..|... +001 ..|
07415 |...|..... .|... -045 ..|... .... ..|... .... ..|
07416 |...|..... .|... -02A ..|... .... ..|... .... -1|
07417 |+08|+0053 C|.N. -093 +5|TNe +1A6 +F|.N. -068 -2|
07418 |...|..... .|.n. +093 ..|.n. .... ..|.n. +053 ..|
07419 |...|..... .|... .... -1|.N. .... -2|... .... ..|
07420 |-02|..... .|... +06F -4|... -29C -2|... +001 ..|
07421 |...|..... .|... -045 ..|... +064 -1|... .... ..|
07422 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
07423 |-0C|..... C|.N. -06E +2|... -12C +2|.N. -04A ..|
07424 |...|..... .|.n. +0DD ..|tnE .... -C|.n. +05D ..|
07425 |...|..... .|... .... -1|... .... ..|... .... ..|
07426 |...|..... .|... .... -1|... .... ..|... +001 ..|
07427 |...|..... .|... -045 ..|... .... ..|... .... ..|
07428 |...|..... .|... -02A ..|... .... ..|... .... ..|
07429 |...|-0053 C|.N. -0BA +5|.Ne +3E3 +D|.N. -068 -2|
07430 |...|..... .|... +046 ..|... .... +2|.n. +053 ..|
07431 |...|..... .|... .... ..|TnE .... -F|... .... ..|
07432 |...|..... .|.n. +0E3 -5|... .... ..|... +001 ..|
07433 |...|..... .|... -045 ..|... .... ..|... .... ..|
07434 |...|..... .|... -02A ..|... .... ..|... .... ..|
07435 |...|+0053 8|.N. -093 +2|.Ne -489 +C|.N. -04A ..|
07436 |...|..... .|.n. +093 ..|tnE .... -C|.n. +05D ..|
07437 |...|..... .|... .... -1|... .... ..|... .... ..|
07438 |...|..... .|... +06F -1|... .... ..|... +001 ..|
07439 |...|..... .|... -045 ..|... .... ..|... .... ..|
07440 |...|..... .|... -02A ..|... .... ..|... .... ..|
07441 |+08|-0053 C|.N. -06E +5|TNe +1A6 +F|.N. -04C +5|
07442 |...|..... .|.n. +0DD ..|.n. .... ..|.n. +06E ..|
07443 |...|..... .|... .... -1|... .... -2|... .... ..|
07444 |-08|..... .|... .... -4|t.E .... -D|... +001 ..|
07445 |...|..... .|... -045 ..|... .... ..|... .... ..|
07446 |...|..... .|... -02A ..|... .... ..|... .... ..|
07447 |...|+0053 C|.N. -0BA +2|TNe -0A6 +C|... .... ..|
07448 |...|..... .|.n. +046 ..|tnE .... -C|... -001 ..|
07449 |...|..... .|... .... -1|... .... ..|... .... ..|
-------------------------------------------------------
07450 |...|..... .|... +0E3 -1|... .... ..|... +001 ..|
07451 |...|..... .|... -045 ..|... .... ..|... .... ..|
07452 |...|..... .|... -02A ..|... .... ..|... .... -1|
07453 |...|..... C|.N. -09F +5|.Ne +9B9 +D|.N. -038 +1|
07454 |...|..... .|... +07C ..|... .... +2|.n. +0A6 ..|
07455 |...|..... .|... .... ..|TnE .... -F|... .... ..|
07456 |...|..... .|.n. +092 -5|... .... ..|... +001 ..|
07457 |...|..... .|... -045 ..|... .... ..|... .... ..|
07458 |...|..... .|... -02A ..|... .... ..|... .... ..|
07459 |...|-0053 8|.N. -06E +2|.Ne -913 +C|... .... ..|
07460 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
07461 |...|..... .|... .... -1|... .... ..|... .... ..|
07462 |...|..... .|... .... -1|... .... ..|... +001 ..|
07463 |...|..... .|... -045 ..|... .... ..|... .... ..|
07464 |...|..... .|... -02A ..|... .... ..|... .... -1|
07465 |+08|+0053 C|.N. -0B4 +5|TNe .... +F|.N. -0DE -2|
07466 |...|..... .|.n. +053 ..|.n. .... ..|.n. +06E ..|
07467 |...|..... .|... .... -1|.N. .... -2|... .... ..|
07468 |-02|..... .|... +0D0 -4|... -29C -2|... +001 ..|
07469 |...|..... .|... -045 ..|... +064 -1|... .... ..|
07470 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
07471 |-0C|..... C|.N. -09F +2|... -1D2 +2|... .... ..|
07472 |...|..... .|.n. +07C ..|tnE .... -C|... -001 ..|
07473 |...|..... .|... .... -1|... .... ..|... .... ..|
07474 |...|..... .|... +092 -1|... .... ..|... +001 ..|
07475 |...|..... .|... -045 ..|... .... ..|... .... ..|
07476 |...|..... .|... -02A ..|... .... ..|... .... -1|
07477 |+08|-0053 C|.N. -0A6 +5|TNe +1A6 +F|.N. -094 ..|
07478 |...|..... .|.n. +06F ..|.n. .... ..|.n. +099 ..|
07479 |...|..... .|... .... -1|.N. .... -2|... +006 ..|
07480 |-02|..... .|... +0A6 -4|... -29C -2|... +007 ..|
07481 |...|..... .|... -045 ..|... +064 -1|... +006 ..|
07482 |+06|..... .|... -02A ..|... +064 ..|... +006 ..|
07483 |+04|+0053 C|.N. -0B4 +2|... -02C +5|... +006 ..|
07484 |...|..... .|.n. +053 ..|.n. .... ..|... +005 ..|
07485 |-08|..... .|... .... -1|.N. .... -2|... +006 ..|
07486 |-02|..... .|... +0D0 -1|... -29C -2|... +007 ..|
07487 |...|..... .|... -045 ..|... +064 -1|... +006 ..|
07488 |+06|..... .|... -02A ..|... +064 ..|... +006 -1|
07489 |-04|-0053 C|.N. -0C1 +5|... -02C +5|.N. -09C +5|
07490 |...|..... .|.n. +037 ..|.n. .... ..|.n. +083 ..|
07491 |...|..... .|... .... -1|... .... -2|... .... ..|
07492 |-08|..... .|... +0F9 -4|t.E .... -D|... +001 ..|
07493 |...|..... .|... -045 ..|... .... ..|... .... ..|
07494 |...|..... .|... -02A ..|... .... ..|... .... ..|
07495 |...|+0053 C|.N. -06E +2|TNe .... +C|... .... ..|
07496 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
07497 |...|..... .|... .... -1|... .... ..|... .... ..|
07498 |...|..... .|... .... -1|... .... ..|... +001 ..|
07499 |...|..... .|... -045 ..|... .... ..|... .... ..|
-------------------------------------------------------
07500 |...|..... .|... -02A ..|... .... ..|... .... -1|
07501 |...|..... C|.N. -06E +5|.Ne +913 +D|.N. -0B0 ..|
07502 |...|..... .|... +0DD ..|... .... +2|.n. +0AF ..|
07503 |...|..... .|... .... ..|TnE .... -F|... .... ..|
07504 |...|..... .|.n. .... -5|... .... ..|... +001 ..|
07505 |...|..... .|... -045 ..|... .... ..|... .... ..|
07506 |...|..... .|... -02A ..|... .... ..|... .... ..|
07507 |...|-0053 8|.N. -0C1 +2|.Ne -9B9 +C|... .... ..|
07508 |...|..... .|.n. +037 ..|tnE .... -C|... -001 ..|
07509 |...|..... .|... .... -1|... .... ..|... .... ..|
07510 |...|..... .|... +0F9 -1|... .... ..|... +001 ..|
07511 |...|..... .|... -045 ..|... .... ..|... .... ..|
07512 |...|..... .|... -02A ..|... .... ..|... .... -1|
07513 |+08|+0053 C|.N. -085 +5|TNe +1A6 +F|.N. -084 ..|
07514 |...|..... .|.n. +0AF ..|.n. .... ..|.n. +083 ..|
07515 |...|..... .|... .... -1|.N. .... -2|... .... ..|
07516 |-02|..... .|... +045 -4|... -29C -2|... +001 ..|
07517 |...|..... .|... -045 ..|... +064 -1|... .... ..|
07518 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
07519 |-0C|..... C|.N. -06E +2|... -12C +2|... .... ..|
07520 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
07521 |...|..... .|... .... -1|... .... ..|... .... ..|
07522 |...|..... .|... .... -1|... .... ..|... +001 ..|
07523 |...|..... .|... -045 ..|... .... ..|... .... ..|
07524 |...|..... .|... -02A ..|... .... ..|... .... -1|
07525 |...|-0053 C|.N. -0BA +5|.Ne +3E3 +D|.N. -099 +3|
07526 |...|..... .|... +046 ..|... .... +2|.n. +06E ..|
07527 |...|..... .|... .... ..|TnE .... -F|... .... ..|
07528 |...|..... .|.n. +0E3 -5|... .... ..|... +001 ..|
07529 |...|..... .|... -045 ..|... .... ..|... .... ..|
07530 |...|..... .|... -02A ..|... .... ..|... .... ..|
07531 |...|+0053 8|.N. -085 +2|.Ne -489 +C|... .... ..|
07532 |...|..... .|.n. +0AF ..|tnE .... -C|... -001 ..|
07533 |...|..... .|... .... -1|... .... ..|... .... ..|
07534 |...|..... .|... +045 -1|... .... ..|... +001 ..|
07535 |...|..... .|... -045 ..|... .... ..|... .... ..|
07536 |...|..... .|... -02A ..|... .... ..|... .... -1|
07537 |+08|-0053 C|.N. -06E +5|TNe +1A6 +F|.N. -094 ..|
07538 |...|..... .|.n. +0DD ..|.n. .... ..|.n. +093 ..|
07539 |...|..... .|... .... -1|... .... -2|... .... ..|
07540 |-08|..... .|... .... -4|t.E .... -D|... +001 ..|
07541 |...|..... .|... -045 ..|... .... ..|... .... ..|
07542 |...|..... .|... -02A ..|... .... ..|... .... ..|
07543 |...|+0053 C|.N. -0BA +2|TNe -0A6 +C|... .... ..|
07544 |...|..... .|.n. +046 ..|tnE .... -C|... -001 ..|
07545 |...|..... .|... .... -1|... .... ..|... .... ..|
07546 |...|..... .|... +0E3 -1|... .... ..|... +001 ..|
07547 |...|..... .|... -045 ..|... .... ..|... .... ..|
07548 |...|..... .|... -02A ..|... .... ..|... .... -1|
07549 |...|..... C|.N. -085 +5|.Ne +9B9 +D|.N. -06F ..|
-------------------------------------------------------
07550 |...|..... .|... +0AF ..|... .... +2|.n. +06E ..|
07551 |...|..... .|... .... ..|TnE .... -F|... .... ..|
07552 |...|..... .|.n. +045 -5|... .... ..|... +001 ..|
07553 |...|..... .|... -045 ..|... .... ..|... .... ..|
07554 |...|..... .|... -02A ..|... .... ..|... .... ..|
07555 |...|-0053 8|.N. -06E +2|.Ne -913 +C|... .... ..|
07556 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
07557 |...|..... .|... .... -1|... .... ..|... .... ..|
07558 |...|..... .|... .... -1|... .... ..|... +001 ..|
07559 |...|..... .|... -045 ..|... .... ..|... .... ..|
07560 |...|..... .|... -02A ..|... .... ..|... .... -1|
07561 |+08|+0053 C|.N. -0BE +5|TNe .... +F|.N. -094 ..|
07562 |...|..... .|.n. +03E ..|.n. .... ..|.n. +093 ..|
07563 |...|..... .|... .... -1|.N. .... -2|... .... ..|
07564 |-02|..... .|... +0EF -4|... -29C -2|... +001 ..|
07565 |...|..... .|... -045 ..|... +064 -1|... .... ..|
07566 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
07567 |-0C|..... C|.N. -085 +2|... -1D2 +2|... .... ..|
07568 |...|..... .|.n. +0AF ..|tnE .... -C|... -001 ..|
07569 |...|..... .|... .... -1|... .... ..|... .... ..|
07570 |...|..... .|... +045 -1|... .... ..|... +001 ..|
07571 |...|..... .|... -045 ..|... .... ..|... .... ..|
07572 |...|..... .|... -02A ..|... .... ..|... .... -1|
07573 |...|-0053 C|.N. -06E +5|.Ne +489 +D|.N. -06F ..|
07574 |...|..... .|... +0DD ..|... .... +2|.n. +077 ..|
07575 |...|..... .|... .... ..|TnE .... -F|... +009 ..|
07576 |...|..... .|.n. .... -5|... .... ..|... +00A ..|
07577 |...|..... .|... -045 ..|... .... ..|... +009 ..|
07578 |...|..... .|... -02A ..|... .... ..|... +009 ..|
07579 |...|+0053 8|.N. -0BE +2|.Ne -3E3 +C|... +009 ..|
07580 |...|..... .|.n. +03E ..|tnE .... -C|... +008 ..|
07581 |...|..... .|... .... -1|... .... ..|... +009 ..|
07582 |...|..... .|... +0EF -1|... .... ..|... +00A ..|
07583 |...|..... .|... -045 ..|... .... ..|... +009 ..|
07584 |...|..... .|... -02A ..|... .... ..|... +009 -1|
07585 |+08|-0053 C|.N. -0B8 +5|TNe .... +F|.N. -0D2 ..|
07586 |...|..... .|.n. +04A ..|.n. .... ..|.n. +06E ..|
07587 |...|..... .|... .... -1|... .... -2|... .... ..|
07588 |-08|..... .|... +0DD -4|t.E .... -D|... +001 ..|
07589 |...|..... .|... -045 ..|... .... ..|... .... ..|
07590 |...|..... .|... -02A ..|... .... ..|... .... ..|
07591 |...|+0053 C|.N. -06E +2|TNe .... +C|... .... ..|
07592 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
07593 |...|..... .|... .... -1|... .... ..|... .... ..|
07594 |...|..... .|... .... -1|... .... ..|... +001 ..|
07595 |...|..... .|... -045 ..|... .... ..|... .... ..|
07596 |...|..... .|... -02A ..|... .... ..|... .... -1|
07597 |...|..... C|.N. -06E +5|.Ne +913 +D|.N. -094 ..|
07598 |...|..... .|... +0DD ..|... .... +2|.n. +093 ..|
07599 |...|..... .|... .... ..|TnE .... -F|... .... ..|
-------------------------------------------------------
07600 |...|..... .|.n. .... -5|... .... ..|... +001 ..|
07601 |...|..... .|... -045 ..|... .... ..|... .... ..|
07602 |...|..... .|... -02A ..|... .... ..|... .... ..|
07603 |...|-0053 8|.N. -0BE +2|.Ne -9B9 +C|... .... ..|
07604 |...|..... .|.n. +03E ..|tnE .... -C|... -001 ..|
07605 |...|..... .|... .... -1|... .... ..|... .... ..|
07606 |...|..... .|... +0EF -1|... .... ..|... +001 ..|
07607 |...|..... .|... -045 ..|... .... ..|... .... ..|
07608 |...|..... .|... -02A ..|... .... ..|... .... ..|
07609 |+08|+0053 C|.N. -093 +5|TNe +1A6 +F|.N. -06F ..|
07610 |...|..... .|.n. +093 ..|.n. .... ..|.n. +077 ..|
07611 |...|..... .|... .... -1|.N. .... -2|... +009 ..|
07612 |-02|..... .|... +06F -4|... -29C -2|... +00A ..|
07613 |...|..... .|... -045 ..|... +064 -1|... +009 ..|
07614 |+06|..... .|... -02A ..|... +064 ..|... +009 ..|
07615 |-0C|..... C|.N. -06E +2|... -12C +2|... +009 ..|
07616 |...|..... .|.n. +0DD ..|tnE .... -C|... +008 ..|
07617 |...|..... .|... .... -1|... .... ..|... +009 ..|
07618 |...|..... .|... .... -1|... .... ..|... +00A ..|
07619 |...|..... .|... -045 ..|... .... ..|... +009 ..|
07620 |...|..... .|... -02A ..|... .... ..|... +009 -1|
07621 |...|-0053 C|.N. -0BA +5|.Ne +3E3 +D|.N. -0D2 +1|
07622 |...|..... .|... +046 ..|... .... +2|.n. +06E ..|
07623 |...|..... .|... .... ..|TnE .... -F|... .... ..|
07624 |...|..... .|.n. +0E3 -5|... .... ..|... +001 ..|
07625 |...|..... .|... -045 ..|... .... ..|... .... ..|
07626 |...|..... .|... -02A ..|... .... ..|... .... ..|
07627 |...|+0053 8|.N. -093 +2|.Ne -489 +C|... .... ..|
07628 |...|..... .|.n. +093 ..|tnE .... -C|... -001 ..|
07629 |...|..... .|... .... -1|... .... ..|... .... ..|
07630 |...|..... .|... +06F -1|... .... ..|... +001 ..|
07631 |...|..... .|... -045 ..|... .... ..|... .... ..|
07632 |...|..... .|... -02A ..|... .... ..|... .... -1|
07633 |+08|-0053 C|.N. -06E +5|TNe +1A6 +F|.N. -094 ..|
07634 |...|..... .|.n. +0DD ..|.n. .... ..|.n. +093 ..|
07635 |...|..... .|... .... -1|... .... -2|... .... ..|
07636 |-08|..... .|... .... -4|t.E .... -D|... +001 ..|
07637 |...|..... .|... -045 ..|... .... ..|... .... ..|
07638 |...|..... .|... -02A ..|... .... ..|... .... ..|
07639 |...|+0053 C|.N. -0BA +2|TNe -0A6 +C|... .... ..|
07640 |...|..... .|.n. +046 ..|tnE .... -C|... -001 ..|
07641 |...|..... .|... .... -1|... .... ..|... .... ..|
07642 |...|..... .|... +0E3 -1|... .... ..|... +001 ..|
07643 |...|..... .|... -045 ..|... .... ..|... .... ..|
07644 |...|..... .|... -02A ..|... .... ..|... .... ..|
07645 |...|..... C|.N. -09F +5|.Ne +9B9 +D|.N. -06F ..|
07646 |...|..... .|... +07C ..|... .... +2|.n. +077 ..|
07647 |...|..... .|... .... ..|TnE .... -F|... +009 ..|
07648 |...|..... .|.n. +092 -5|... .... ..|... +00A ..|
07649 |...|..... .|... -045 ..|... .... ..|... +009 ..|
-------------------------------------------------------
07650 |...|..... .|... -02A ..|... .... ..|... +009 ..|
07651 |+0A|-0053 8|.N. -06E +2|.Ne -813 +F|.N. -065 +7|
07652 |...|..... .|.n. +0DD ..|.n. .... ..|.n. +136 ..|
07653 |...|..... .|... .... -1|.N. .... -2|... +090 -1|
07654 |-04|..... .|... .... -1|... -29C -2|... +090 ..|
07655 |...|..... .|... -045 ..|... +064 -1|... +090 -1|
07656 |+06|..... .|... -02A ..|... +064 ..|... +090 ..|
07657 |-02|+0053 C|.N. -0B4 +5|... -02C +5|.N. -376 +2|
07658 |...|..... .|.n. +053 ..|.n. .... ..|.n. +116 ..|
07659 |...|..... .|... .... -1|.N. .... -2|... +070 -1|
07660 |-04|..... .|... +0D0 -4|... -29C -2|... +070 ..|
07661 |...|..... .|... -045 ..|... +064 -1|... +070 -1|
07662 |+06|..... .|... -02A ..|... +064 ..|... +070 ..|
07663 |-0C|..... C|.N. -09F +2|... -1D2 +2|... +070 -1|
07664 |...|..... .|.n. +07C ..|tnE .... -C|... +070 ..|
07665 |...|..... .|... .... -1|... .... ..|... +070 -1|
07666 |...|..... .|... +092 -1|... .... ..|... +070 ..|
07667 |...|..... .|... -045 ..|... .... ..|... +070 -1|
07668 |...|..... .|... -02A ..|... .... ..|... +070 ..|
07669 |+0D|-0053 C|.N. -0A6 +5|TNe +1A6 +F|.N. -576 +5|
07670 |...|..... .|.n. +06F ..|.n. .... ..|.n. +106 ..|
07671 |...|..... .|... .... -1|.N. .... -2|... +060 -1|
07672 |-07|..... .|... +0A6 -4|... -29C -2|... +060 ..|
07673 |...|..... .|... -045 ..|... +064 -1|... +060 -1|
07674 |+06|..... .|... -02A ..|... +064 ..|... +060 ..|
07675 |+01|+0053 C|.N. -0B4 +2|... -02C +5|.N. -286 +2|
07676 |...|..... .|.n. +053 ..|.n. .... ..|.n. +116 ..|
07677 |...|..... .|... .... -1|.N. .... -2|... +070 -1|
07678 |-07|..... .|... +0D0 -1|... -29C -2|... +070 ..|
07679 |...|..... .|... -045 ..|... +064 -1|... +070 -1|
07680 |+06|..... .|... -02A ..|... +064 ..|... +070 ..|
07681 |-04|-0068 C|.N. +03F +5|... -07F +5|.N. -2AB +2|
07682 |...|..... .|.n. +137 ..|.n. .... ..|.n. -08B ..|
07683 |...|..... .|.N. .... -2|... .... -2|... +08B -1|
07684 |-08|..... .|... -25A -3|t.E .... -D|... .... ..|
07685 |...|..... .|... -028 ..|... .... ..|... .... -1|
07686 |...|..... .|... -02B ..|... .... ..|... .... ..|
07687 |...|+003E C|... -053 +2|TNe .... +C|.N. +028 -1|
07688 |...|..... .|... +0A6 ..|tnE .... -C|.n. -0A6 ..|
07689 |...|..... .|... .... ..|... .... ..|... +0A6 -1|
07690 |...|..... .|... .... -2|... .... ..|... .... ..|
07691 |...|..... .|... -028 ..|... .... ..|... .... -1|
07692 |...|..... .|... -02B ..|... .... ..|... .... ..|
07693 |...|..... C|... -053 +5|.Ne +0F8 +D|.N. +0A9 +5|
07694 |...|..... .|... +0A6 ..|... .... +2|.n. -116 ..|
07695 |...|..... .|... .... ..|TnE .... -F|... +116 -1|
07696 |...|..... .|... .... -5|... .... ..|... .... ..|
07697 |...|..... .|... -028 ..|... .... ..|... .... -1|
07698 |...|..... .|... -02B ..|... .... ..|... .... ..|
07699 |...|-003E 8|... -08A +2|.Ne -175 +C|.N. -0D1 -1|
-------------------------------------------------------
07700 |...|..... .|.n. +037 ..|tnE .... -C|.n. -08B ..|
07701 |...|..... .|... .... -1|... .... ..|... +08B -1|
07702 |...|..... .|... +0A6 -1|... .... ..|... .... ..|
07703 |...|..... .|... -028 ..|... .... ..|... .... -1|
07704 |...|..... .|... -02B ..|... .... ..|... .... ..|
07705 |+08|+003E C|.N. -060 +5|TNe +17D +F|.N. .... +5|
07706 |...|..... .|.n. +08B ..|.n. .... ..|.n. -08B ..|
07707 |...|..... .|... .... -1|.N. .... -2|... +08B -1|
07708 |...|..... .|... +028 -4|... -29C -2|... .... ..|
07709 |...|..... .|... -028 ..|... +064 -1|... .... -1|
07710 |+06|..... .|... -02B ..|... +064 ..|... .... ..|
07711 |-0C|..... C|.N. -053 +2|... -12C +2|.N. +0D1 -1|
07712 |...|..... .|.n. +0A6 ..|tnE .... -C|.n. -116 ..|
07713 |...|..... .|... .... -1|... .... ..|... +116 -1|
07714 |...|..... .|... .... -1|... .... ..|... .... ..|
07715 |...|..... .|... -028 ..|... .... ..|... .... -1|
07716 |...|..... .|... -02B ..|... .... ..|... .... ..|
07717 |-02|-003E C|.N. -083 +5|.Ne +2E9 +D|.N. -0A9 +5|
07718 |...|..... .|... +046 ..|... .... +2|.n. -00E ..|
07719 |...|..... .|... .... ..|TnE .... -F|... -00E -1|
07720 |+02|..... .|.n. +090 -5|... .... ..|... .... ..|
07721 |...|..... .|... -028 ..|... .... ..|... .... -1|
07722 |...|..... .|... -02B ..|... .... ..|... .... ..|
07723 |...|+003E 8|.N. -060 +2|.Ne -366 +C|.N. +01C -3|
07724 |...|..... .|.n. +08B ..|tnE .... -C|.n. -0A6 ..|
07725 |...|..... .|... .... -1|... .... ..|... +0A6 -1|
07726 |...|..... .|... +028 -1|... .... ..|... .... ..|
07727 |...|..... .|... -028 ..|... .... ..|... .... ..|
07728 |...|..... .|... -02B ..|... .... ..|... .... ..|
07729 |+06|-003E C|.N. -053 +5|TNe +17D +F|.N. -028 +3|
07730 |...|..... .|.n. +0A6 ..|.n. .... ..|.n. -08B ..|
07731 |...|..... .|... .... -1|... .... -2|... +08B -1|
07732 |-05|..... .|... .... -4|t.E .... -D|... .... ..|
07733 |...|..... .|... -028 ..|... .... ..|... .... -1|
07734 |...|..... .|... -02B ..|... .... ..|... .... ..|
07735 |...|+003E C|.N. -083 +2|TNe .... +C|.N. +028 +2|
07736 |...|..... .|.n. +046 ..|tnE .... -C|.n. -00E ..|
07737 |...|..... .|... .... -1|... .... ..|... -00E -1|
07738 |...|..... .|... +090 -1|... .... ..|... .... ..|
07739 |...|..... .|... -028 ..|... .... ..|... .... -1|
07740 |...|..... .|... -02B ..|... .... ..|... .... ..|
